-170,29
-173,22
-175,16
-178,10
-181,3
-185,-7
-187,-14
-190,-21
-192,-27
-194,-34
-195,-41
-197,-48
-198,-54
-198,-61
-198,-68
-198,-75
-198,-81
-197,-87
-196,-93
-194,-100
-192,-106
-190,-112
-187,-118
-184,-123
-181,-128
-177,-133
-173,-138
-169,-143
-165,-147
-161,-151
-156,-156
-151,-159
-146,-163
-140,-167
-135,-170
-130,-173
-124,-176
-118,-178
-112,-181
-106,-184
-100,-187
-94,-190
-88,-192
-82,-195
-76,-198
-70,-201
-63,-204
-57,-207
-51,-210
-44,-213
-37,-217
-31,-220
-24,-223
-17,-227
-10,-230
-3,-233
7,-238
14,-241
21,-244
28,-248
35,-251
42,-255
49,-258
56,-261
64,-265
72,-268
79,-272
87,-275
94,-279
102,-282
109,-286
117,-289
125,-293
133,-296
141,-300
149,-304
156,-307
164,-311
172,-315
180,-318
187,-322
195,-325
202,-329
209,-332
216,-335
222,-338
222,-338
228,-341
233,-343
238,-346
243,-348
247,-351
252,-353
256,-355
260,-357
264,-359
267,-361
271,-363
274,-364
277,-367
281,-369
285,-373
289,-377
292,-381
294,-385
295,-388
295,-391
295,-396
295,-399
294,-403
292,-406
290,-410
287,-413
283,-416
279,-418
276,-420
272,-421
268,-422
262,-424
259,-425
253,-426
248,-428
243,-429
237,-430
233,-431
229,-432
226,-433
221,-434
217,-434
213,-435
208,-436
203,-436
199,-436
194,-436
190,-436
186,-435
181,-434
177,-433
173,-432
169,-431
166,-429
162,-427
159,-425
155,-423
152,-421
149,-419
145,-417
141,-414
138,-412
134,-410
130,-408
126,-407
122,-405
118,-404
114,-403
110,-402
106,-402
102,-401
98,-401
94,-402
90,-402
87,-403
83,-404
76,-407
73,-409
70,-411
66,-414
64,-416
61,-419
58,-423
56,-426
54,-429
52,-434
50,-438
49,-441
49,-445
48,-449
48,-453
47,-456
48,-460
48,-464
49,-468
50,-472
51,-476
52,-480
54,-484
56,-488
58,-491
60,-495
63,-499
65,-502
69,-506
72,-509
75,-512
78,-515
81,-518
85,-521
89,-524
92,-527
96,-530
100,-533
104,-536
108,-540
112,-543
116,-546
120,-550
124,-553
129,-557
133,-560
138,-564
142,-567
147,-571
151,-574
155,-577
159,-580
163,-582
167,-585
171,-587
175,-589
179,-590
183,-592
186,-593
190,-593
194,-593
197,-593
202,-593
207,-592
212,-590
216,-588
222,-585
225,-583
229,-580
233,-577
235,-574
239,-570
242,-567
246,-563
249,-561
251,-558
254,-555
257,-552
260,-549
263,-546
266,-543
270,-540
274,-537
278,-534
283,-531
286,-529
291,-528
295,-527
299,-527
303,-527
306,-528
310,-530
313,-532
316,-535
320,-537
323,-540
326,-542
330,-543
334,-544
337,-545
342,-545
347,-545
351,-544
356,-542
360,-541
364,-539
368,-537
373,-534
378,-530
381,-529
386,-525
389,-523
394,-519
400,-515
403,-512
406,-510
409,-507
412,-503
415,-500
417,-496
420,-493
422,-489
425,-485
427,-481
430,-476
432,-472
434,-467
435,-462
437,-457
438,-452
439,-447
440,-442
440,-437
441,-431
441,-426
441,-420
440,-415
440,-410
439,-404
437,-399
436,-393
434,-388
432,-382
430,-377
428,-372
425,-366
422,-361
419,-356
416,-351
413,-345
409,-340
406,-335
402,-329
398,-324
394,-318
391,-313
387,-307
384,-302
380,-296
376,-290
373,-285
369,-279
365,-273
361,-267
357,-261
353,-255
350,-249
346,-243
342,-237
338,-231
334,-225
330,-218
325,-212
321,-205
317,-199
313,-193
309,-186
305,-182
