16,-772
22,-767
28,-762
33,-756
38,-751
43,-745
47,-739
52,-733
56,-726
60,-719
64,-712
67,-705
70,-698
73,-691
76,-684
79,-676
81,-668
84,-660
86,-652
88,-645
91,-637
93,-629
95,-621
97,-613
98,-605
100,-596
102,-588
104,-580
106,-571
107,-562
109,-554
111,-545
112,-537
114,-530
115,-522
117,-514
118,-508
120,-501
121,-495
122,-489
123,-484
124,-478
125,-473
126,-469
127,-465
128,-460
128,-457
130,-449
130,-446
130,-440
130,-435
129,-430
128,-426
127,-423
125,-419
123,-416
121,-414
119,-412
115,-408
111,-405
107,-402
103,-400
98,-397
95,-396
91,-393
88,-391
85,-389
82,-387
79,-384
75,-382
72,-379
69,-376
66,-373
63,-369
60,-366
57,-362
54,-358
52,-354
49,-350
47,-346
44,-341
42,-336
40,-331
38,-327
37,-321
35,-316
34,-311
33,-306
32,-301
31,-295
31,-289
30,-283
29,-277
29,-272
28,-266
27,-260
26,-253
26,-247
25,-241
24,-235
23,-228
22,-221
22,-215
21,-208
20,-202
20,-195
19,-188
18,-181
18,-173
18,-166
17,-159
17,-152
17,-144
17,-137
18,-129
18,-121
19,-114
19,-107
20,-99
21,-92
22,-84
23,-76
24,-69
26,-61
27,-53
29,-45
31,-37
33,-30
36,-22
38,-14
41,-7
44,1
47,8
50,15
54,22
58,30
62,38
66,45
70,52
75,59
80,66
84,73
90,80
95,86
100,93
106,100
111,106
117,113
123,119
128,125
134,130
141,137
141,137
147,143
153,149
160,155
166,161
173,167
179,173
186,179
193,184
200,190
206,195
213,201
220,206
226,211
232,216
238,220
243,223
249,226
254,228
260,231
264,232
270,233
275,234
280,235
285,235
290,236
295,235
300,235
305,234
310,234
315,233
321,232
326,231
331,230
336,229
341,229
347,228
352,228
358,228
363,229
369,229
374,230
380,231
386,232
392,234
397,235
403,237
408,239
413,242
418,244
424,247
429,250
434,254
439,257
444,261
450,264
455,268
460,273
465,276
471,281
476,285
481,289
486,294
491,298
497,303
502,307
507,312
512,317
517,322
522,327
527,331
533,336
538,341
544,347
549,352
555,358
560,363
565,368
571,374
576,380
581,385
587,391
593,398
598,404
603,410
608,417
613,423
618,430
623,437
627,444
631,451
635,458
639,465
643,473
647,480
650,488
653,496
656,504
659,511
662,520
665,528
668,536
670,544
673,552
676,560
679,569
681,577
684,586
687,594
689,602
692,611
695,619
698,628
700,636
703,645
706,653
708,662
711,670
714,679
716,686
719,694
721,701
723,707
725,713
726,718
728,724
729,729
731,733
732,737
733,742
733,746
733,750
733,754
733,759
732,763
731,768
730,771
729,775
727,778
725,781
723,785
721,787
719,790
716,793
713,796
710,798
706,802
702,804
699,806
695,808
691,810
687,812
683,813
679,815
675,817
671,819
666,820
661,822
657,824
652,826
648,828
643,830
638,832
633,834
628,836
622,838
617,841
611,843
606,845
600,848
593,850
587,853
581,855
575,858
569,860
563,863
557,865
551,867
545,869
539,870
534,871
528,872
522,872
517,872
511,872
505,871
500,870
495,869
489,867
484,866
479,864
475,861
470,859
465,856
460,852
456,849
452,845
448,841
444,837
441,832
438,827
435,822
432,817
429,812
427,806
424,801
422,796
419,790
417,785
414,779
412,773
409,768
406,762
403,756
400,750
397,744
394,738
391,733
389,728
386,723
384,719
382,715
380,711
377,707
375,704
372,700
370,697
366,692
362,687
358,683
353,680
349,678
346,678
343,677
340,677
336,678
333,679
329,681
326,684
323,686
320,689
318,692
315,697
313,699
311,703
308,707
306,710
303,715
301,718
298,723
296,727
293,730
291,733
288,736
285,740
282,742
279,745
276,748
273,750
269,752
266,753
262,755
259,756
255,758
251,759
247,760
243,761
239,761
235,761
230,762
226,761
222,761
217,761
213,760
208,759
204,757
200,756
195,754
191,752
187,750
182,747
178,745
174,742
170,739
166,736
162,732
158,729
154,725
150,721
146,718
142,713
138,709
133,705
129,701
125,696
120,692
116,688
111,683
107,679
102,674
97,670
92,665
87,660
82,656
78,651
73,646
67,641
62,636
57,631
51,626
46,621
41,616
35,610
30,605
24,600
19,594
13,589
8,583
2,578
-4,572
-9,567
-15,561
-21,555
-27,550
-32,544
-38,539
-44,533
-51,527
-56,521
-62,516
-68,510
-74,504
-80,499
-86,493
-92,487
-98,481
-104,475
-110,470
-115,464
-117,463
